Sentence #,Word,Tag
Sentence: 437,3p,Number of Poles
,400a,Amps
,cb,Voltage Maximum
,encl,Other
Sentence: 438,277v,Coil Voltage
,3ph,Other
,clsd,Other
,cntctr,Type
Sentence: 439,1.5hp,Other
,drv,Type
Sentence: 440,al,Material
,cover,Other
Sentence: 441,38kv,Other
,80a,Amps
,fus,Type
Sentence: 442,4oz,Other
,hammer,Type
Sentence: 443,300a,Amps
,fus,Other
Sentence: 444,4.7,Depth
,1.1,Height
,enc,Type
Sentence: 445,1,Other
,-1/2,Trade Size
,insul,Other
,bshg,Other
Sentence: 446,expf,Type
,90,Other
,ell,Type
,1/2,Trade Size
Sentence: 447,34in,Other
,rol,Type
,cab,Type
Sentence: 448,110v,Voltage
,led,Type
,mod,Type
Sentence: 449,3r/4,Other
,3w,Other
,125a,Other
,spltr,Type
,bx,Type
Sentence: 450,15kw,Other
,cnctr,Type
Sentence: 451,yel,Color
,closure,Type
,plug,Type
Sentence: 452,7a,Other
,cb&aux,Other
,sw,Other
Sentence: 453,refr,Other
,sw,Other
,w/refl,Other
Sentence: 454,3p,Other
,fvr,Type
,32a,Other
,cnctr,Type
Sentence: 455,4-btn,Other
,repl,Other
,cover,Other
Sentence: 456,2hp,3 Phase Drive Horsepower Rating
,n12,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 457,2000rpm,Speed Rating
,mtr,Type
Sentence: 458,box,Type
,terminal,Type
Sentence: 459,1-5a,Other
,str,Type
Sentence: 460,2000rpm,Speed Rating
,mtr,Type
Sentence: 461,2p,Number of Poles
,700a,Amps
,cb,Other
Sentence: 462,3/4cond,Other
,hgr,Other
,w/swiv,Installation
,blt,Installation
Sentence: 463,2000rpm,Speed Rating
,mtr,Type
Sentence: 464,32a,Phase
,mtr,Type
,ctrlr,Type
Sentence: 465,building,Cable Type
,wire,Cable Type
Sentence: 466,240v,Coil Voltage
,n4x,Other
,str,Type
Sentence: 467,2h,Other
,90d,Other
,corner,Other
,angle,Other
Sentence: 468,3000rpm,Speed Rating
,mtr,Type
Sentence: 469,3p,Number of Poles
,25a,Amps
,cb,Other
Sentence: 470,19mm,Drive Size
,offset,Other
,box,Type
,end,Type
Sentence: 471,nema1,NEMA
,wireway,Type
,conn,Other
Sentence: 472,std,Other
,support,Application
,grip,Type
Sentence: 473,multi-use,Other
,rack,Type
,cab,Type
Sentence: 474,3p,Number of Poles
,60a,Amps
,240v,Voltage Maximum
,cb,Other
Sentence: 475,4,Size
,45d,Other
,el,Material
Sentence: 476,rdg,Other
,pvc-ctd,Other
,2-in,Trade Size
Sentence: 477,50a,Other
,rcp,Number of Poles
Sentence: 478,1-1.6a,Other
,ctrlr,Type
Sentence: 479,1/2dr,Drive Size
,rtcht,Type
,ren,Type
,kit,Type
Sentence: 480,6.3,Depth
,4.09,Width
,1.26,Height
,enc,Type
Sentence: 481,3-in,Trade Size
,45d,Other
,lt,Color
,conn,Type
Sentence: 482,2no+2nc,Other
,sw,Other
,block,Other
Sentence: 483,16a,Other
,cmbo,Type
,mtr,Type
,ctrlr,Type
Sentence: 484,jic,Other
,flngd,Other
,wireway,Connector Type
,adpt,Other
Sentence: 485,rduv,Type
,str,Type
Sentence: 486,120ka,Other
,spdev,Type
Sentence: 487,3p,Number of Poles
,35a,Amps
,480v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 488,power,Type
,cable,Other
Sentence: 489,eltrn,Other
,module,Type
Sentence: 490,15hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 491,0.1m,Length
,pwr,Type
,cbl,Other
Sentence: 492,400w,Other
,hps,Lamp Type
,bal,Other
Sentence: 493,stl,Material
,blank,Other
,cover,Other
Sentence: 494,flgd,Type
,outl-3p3w10a250v,Other
Sentence: 495,fs,Other
,nema,Other
,sz1,Phase
,3/4,Other
,enc,Overload Relay
Sentence: 496,40a,Other
,cmbo,Type
,mtr,Type
,ctrlr,Type
Sentence: 497,cab,Application
,top,Type
,panel,Type
Sentence: 498,100ohm,Other
,res,Type
Sentence: 499,1-in,Trade Size
,al,Material
,cond,Other
,body,Other
,cover,Other
Sentence: 500,2p,Number of Poles
,225a,Amps
,switch,Type
Sentence: 501,600v,Other
,encl,Other
,mntg,Application
,rack,Type
Sentence: 502,250a,Other
,2p,Number of Poles
,ckt,Other
,brkr,Other
Sentence: 503,3p,Number of Poles
,600a,Other
,cb,Voltage Maximum
Sentence: 504,125v,Voltage
,td,Other
,fus,Other
Sentence: 505,840,Other
,mech,Other
,tool,Other
,die,Other
Sentence: 506,3000rpm,Speed Rating
,mtr,Type
Sentence: 507,multi-tap,Connector Type
Sentence: 508,1p,Other
,35a,Amps
,plug-on,Other
,cb,Voltage
Sentence: 509,3/4,Trade Size
,al,Other
,male,Other
,union,Type
Sentence: 510,2pos,Other
,ssw,Type
,oper,Other
Sentence: 511,enc,Application
,asy,Material
,screw,Type
Sentence: 512,1-1/4,Other
,mall,Material
,lbd,Other
,pull,Other
,el,Other
Sentence: 513,fbr,Other
,optc,Other
,adptr,Other
,panel,Other
Sentence: 514,7m,Length
,cbl,Other
Sentence: 515,3000rpm,Speed Rating
,mtr,Type
Sentence: 516,al,Material
,enc/end,Other
,panel,Other
Sentence: 517,wp,Other
,conn,Other
,kit,Other
Sentence: 518,3p,Number of Poles
,1600a,Amps
,cb,Other
Sentence: 519,1/2,Trade Size
,connector,Type
Sentence: 520,al,Other
,cable,Cable Type
Sentence: 521,3/4,Trade Size
,1h,Other
,stl,Material
,emt,Type
,strap,Type
Sentence: 522,30mm,Size
,n-ilum,Type
,pb,Type
Sentence: 523,door,Other
,coupling,Other
Sentence: 524,600v,Voltage
,rk1,Other
,td,Other
,fuse,Other
Sentence: 525,100m,Length
,cable,Other
Sentence: 526,9w,Watts
,dnl,Type
,fx,Other
Sentence: 527,200hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 528,enclosure,Type
Sentence: 529,21mm,Drive Size
,ratcheting,Type
,wrench,Type
Sentence: 530,fs,Other
,combo,Other
,fvnrencl1-c,Other
Sentence: 531,30mm,Size
,480v,Voltage
,pb,Type
Sentence: 532,rocker,Type
,sw,Type
,expn,Other
,mod,Other
Sentence: 533,14.4m,Length
,cable,Other
Sentence: 534,3ph,Phase
,c-str,Other
Sentence: 535,sensor,Type
,cable,Other
Sentence: 536,dc,Other
,contctr,Other
,arc,Type
,box,Type
Sentence: 537,panel,Other
,fits,Other
,400,Other
,300mm,Other
Sentence: 538,3/8dr,Drive
,16mm,Other
,6pt,Point
,imp,Type
,skt,Type
Sentence: 539,lkg,Other
,rcpt-nma,Other
,l16-20r,NEMA
Sentence: 540,pip,Other
,clmp,Other
Sentence: 541,3ph,Phase
,c-str,Other
Sentence: 542,1g1rj11,Other
,4cond,Other
,wall,Other
,plt,Other
Sentence: 543,22mm,Size
,pb,Other
Sentence: 544,3p,Number of Poles
,125a,Amps
,cb,Other
Sentence: 545,2000rpm,Speed Rating
,mtr,Type
Sentence: 546,ethernet,Type
,sw,Type
Sentence: 547,photo,Type
,sensor,Type
Sentence: 548,cab,Application
,top,Type
,panel,Type
Sentence: 549,pb,Type
,holder,Type
Sentence: 550,power,Type
,cable,Other
Sentence: 551,30.5mm,Size
,pb,Other
,oper,Type
Sentence: 552,cover,Type
,f/rcpt/gfi,Other
Sentence: 553,cbl,Other
,pulling,Type
,grip,Other
Sentence: 554,115a,Other
,iec,Other
,str,Type
Sentence: 555,240v,Other
,250kvar,Other
,fltr,Other
Sentence: 556,110-230v,Other
,evaporator,Other
Sentence: 557,3000rpm,Speed Rating
,mtr,Type
Sentence: 558,2p,Other
,20a,Amps
,cb,Voltage
Sentence: 559,18-ga,Other
,instrument,Other
,case,Other
Sentence: 560,3p,Number of Poles
,100a,Amps
,ckt,Other
,brkr,Type
Sentence: 561,2p,Number of Poles
,30a,Amps
,cb,Other
Sentence: 562,plug,Type
,csg,Type
Sentence: 563,20w,Watts
,lt,Fixture Type
,fx,Fixture Type
Sentence: 564,1-in,Other
,mall,Material
,e,Other
,cond,Application
,body,Type
Sentence: 565,electrified,Other
,inlet,Type
Sentence: 566,3ft,Length
,10/3,Other
,y,Color
,cordset,Type
Sentence: 567,s00,Other
,ld-fdr,Other
Sentence: 568,60hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 569,video,Other
,server,Type
,rack,Type
,unit,Other
Sentence: 570,240v,Coil Voltage
,n12,Other
,str,Overload Relay
Sentence: 571,30.5mm,Size
,pb,Type
Sentence: 572,1p,Other
,120v,Voltage
,cb,Voltage
Sentence: 573,240v,Other
,mch/tl,Other
,rly,Type
Sentence: 574,5p,Other
,8a,Amps
,fem,Connector Type
,c/set,Assembly Type
Sentence: 575,1/2,Trade Size
,d/c,Type
,offset,Installation
,nip,Type
Sentence: 576,200ka,Other
,spdev,Type
Sentence: 577,3p,Number of Poles
,20a,Amps
,cb,Other
Sentence: 578,3ph,Phase
,c-str,Other
Sentence: 579,1/4hex,Other
,sq,Other
,ins,Other
,bit,Other
Sentence: 580,12mm,Drive Size
,swvl,Other
,rtcht,Type
,wrn,Type
Sentence: 581,30.5m,Size
,pb,Other
Sentence: 582,male,Type
,closure,Other
,cap,Other
Sentence: 583,fiber,Other
,conn,Other
Sentence: 584,rkrsw,Other
,actuator,Other
Sentence: 585,ceiling,Application
,mounting,Type
,kit,Type
Sentence: 586,30kva,Other
,pdc,Other
Sentence: 587,surface,Other
,mount,Other
,box/cvr,Other
Sentence: 588,3p,Number of Poles
,250a,Other
,cb,Voltage Maximum
Sentence: 589,200a,Other
,600v,Other
,sfty,Other
,sw,Other
Sentence: 590,1ph,Phase
,24v,Coil Voltage
,str,Type
Sentence: 591,9-45a,Other
,str,Type
Sentence: 592,nema1,NEMA
,wireway,Connector Type
,adapter,Other
Sentence: 593,14-18ga,Other
,blade,Other
,set,Other
Sentence: 594,20hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 595,3000rpm,Speed Rating
,mtr,Type
Sentence: 596,1g,Other
,pb,Other
,station,Other
Sentence: 597,1/4-20,Other
,anchor,Type
Sentence: 598,600v,Other
,m,Other
,inl,Other
Sentence: 599,locker,Type
,cab,Type
Sentence: 600,cond,Connector Type
,exp,Application
,jnt,Application
,grndg,Connector Type
,stra,Other
Sentence: 601,4pos,Other
,sw,Type
Sentence: 602,al,Other
,cable,Cable Type
Sentence: 603,signal,Voltage
,cable,Voltage
Sentence: 604,117mm,Length
,wtr,Other
,pmp,Other
,plr,Type
Sentence: 605,plstc,Material
,refractor,Type
Sentence: 606,10hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 607,inrfc,Cable Type
,link,Other
,cable,Application
Sentence: 608,flush,Other
,blk,Other
,pbtn,Type
Sentence: 609,240v,Coil Voltage
,n1,Other
,str,Overload Relay
Sentence: 610,15a/125v,Other
,dup,Type
,rcpt,Type
Sentence: 611,4p,Number of Poles
,40a,Amps
,cb,Voltage Maximum
Sentence: 612,vinyl,Other
,snp,Other
,spade,Other
,term,Other
Sentence: 613,sftwr,Other
Sentence: 614,15kva,Other
,tfm,Other
Sentence: 615,cnd,Application
,rsr,Application
,grp,Type
Sentence: 616,tvss,Type
,ig,Other
,hosp,Grade
,rcpt,Type
Sentence: 617,power,Type
,cbl,Other
Sentence: 618,1-1/2,Trade Size
,flx,Type
,cplg,Other
Sentence: 619,3p,Number of Poles
,40a,Amps
,cb,Voltage Maximum
Sentence: 620,flgd,Type
,inlt-3p3w20a250,Other
Sentence: 621,led,Lamp Type
,dnl,Type
,engine,Type
Sentence: 622,24v,Other
,grn,Color
,pbtn,Other
Sentence: 623,14-pocket,Other
,tool,Type
,kit,Other
Sentence: 624,3p,Number of Poles
,400a,Amps
,cb,Other
Sentence: 625,cable,Other
,to,Other
,grd,Other
,rod,Other
,mold,Type
Sentence: 626,pdu,Other
Sentence: 627,3p,Other
,360a,Other
,pwr,Other
,dist,Other
,blok,Other
Sentence: 628,1/4,Other
,.062-.125,Other
,conn,Type
Sentence: 629,690v,Voltage
,ferrule,Type
,fuse,Type
Sentence: 630,wt,Material
,insulgrip,Other
,rcpt,Type
Sentence: 631,1/2-in,Other
,nutdriver,Type
Sentence: 632,7.5hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 633,0.35kva,Other
,600-240v,Other
,tfmr,Type
Sentence: 634,1/2,Trade Size
,poly,Other
,plug,Type
Sentence: 635,3hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 636,s00,Other
,ld-fdr,Other
Sentence: 637,3ph,Phase
,c-str,Other
Sentence: 638,pnlbd,Other
,trim,Other
,lock,Other
Sentence: 639,frm&case,Other
Sentence: 640,3ph,Other
,151a,Other
,drv,Other
Sentence: 641,5-3/4,Other
,pin,Type
,punch,Type
Sentence: 642,intercom,Type
,sys,Other
Sentence: 643,nm4,NEMA
,enclosure,Type
Sentence: 644,3p4w30a3ph250v,Other
,plug,Other
Sentence: 645,1-5/8,Other
,7/8,Other
,sltchnl,Type
Sentence: 646,signal,Other
,cable,Other
Sentence: 647,42,Height
,37-3/8,Other
,16,Depth
,enc,Type
Sentence: 648,18mm,Diameter
,prx,Other
,sen,Type
Sentence: 649,3p,Number of Poles
,60a,Other
,600v,Other
,nf,Other
,sw,Other
Sentence: 650,rev,Type
,cntctr,Type
Sentence: 651,24v,Voltage
,amb,Color
,ind,Type
,lt,Type
Sentence: 652,fuse,Other
,switch,Type
,disc,Type
Sentence: 653,software,Application
Sentence: 654,cu,Type
,wire,Other
Sentence: 655,208v,Other
,5hp,Other
,drv,Type
Sentence: 656,7.94,Other
,8.15,Height
,3.98,Other
,bx,Other
Sentence: 657,3000rpm,Speed Rating
,mtr,Type
Sentence: 658,5.7kw,Other
,mtr,Type
Sentence: 659,150hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 660,600v,Voltage
,cpctr,Type
,fuse,Type
Sentence: 661,post,Other
,base,Other
Sentence: 662,1,Other
,10ft,Other
,thrd,Other
,anch,Other
,rod,Other
Sentence: 663,4/24,Other
,grn,Color
,1000ft,Other
,cbl,Cable Type
Sentence: 664,straight,Material
,section,Other
Sentence: 665,fiber,Other
,optic,Other
,cable,Cable Type
Sentence: 666,instrument,Other
,enclosure,Type
Sentence: 667,nextspeed,Cable Type
,slim,Other
,p-cord,Assembly Type
Sentence: 668,4p,Number of Poles
,125a,Amps
,fix,Other
,thrml,Other
,cb,Voltage Maximum
Sentence: 669,400-100a,Other
,fus,Other
,reducer,Other
,pr,Other
Sentence: 670,nma,Other
,l7-15r,NEMA
,15a-277v,Other
,cn,Other
Sentence: 671,30hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 672,fm8,Other
,cover&fip,Other
,gasket,Other
Sentence: 673,conduit,Type
,back,Type
,box,Type
Sentence: 674,8ft,Other
,fluor,Fixture Type
,fixt,Other
Sentence: 675,nema4x,NEMA
,scr,Other
,cvr,Other
,bo,Other
Sentence: 676,conduit,Application
,body,Type
Sentence: 677,screw,Other
,term,Type
,conn,Other
Sentence: 678,6,Other
,3-1/2,Height
,base,Other
Sentence: 679,480v,Coil Voltage
,n12,Other
,str,Overload Relay
Sentence: 680,3p,Other
,40a,Other
,str,Type
Sentence: 681,6000rpm,Speed Rating
,mtr,Type
Sentence: 682,beam,Other
,c-clamp,Other
Sentence: 683,20gal,Other
,allwik,Other
,kit,Other
Sentence: 684,torque,Other
,wrench,Other
,box,Type
Sentence: 685,3/8,Drive
,13,Other
,hnd,Material
,skt,Socket Depth
Sentence: 686,64w,Other
,.53a,Other
,120v,Voltage
,ba,Other
Sentence: 687,tension,Type
,cord,Type
Sentence: 688,30kvar,Other
,filter,Other
Sentence: 689,0-10in,Other
,sptr-rst,Other
,c-clamp,Type
Sentence: 690,240v,Other
,mch/tl,Other
,rly,Type
Sentence: 691,4p,Number of Poles
,250a,Amps
,cb,Voltage Maximum
Sentence: 692,18,Width
,16,Width
,10,Depth
,encl,Type
Sentence: 693,120w,Other
,24v,Other
,pwr-sply,Type
Sentence: 694,20,Height
,16,Other
,6,Depth
,dr,Other
,encl,Type
Sentence: 695,600a,Other
,3p,Number of Poles
,240v,Other
,fus,Other
,sw,Other
Sentence: 696,2in,Other
,s-ad,Other
,letr,Other
,x,Other
,lbl,Other
Sentence: 697,24,Height
,20,Width
,10,Depth
,mstl,Material
,enc,Type
Sentence: 698,#16-14awg,Other
,bullet,Type
,disc,Type
Sentence: 699,v13,Type
,sftwr,Other
Sentence: 700,power,Other
,dist,Other
,block,Other
Sentence: 701,12,Other
,jack,Type
,chain,Type
Sentence: 702,beam,Other
,clamp,Other
Sentence: 703,coax/jack,Other
,faceplate,Other
Sentence: 704,building,Cable Type
,wire,Cable Type
Sentence: 705,300kva,Phase
,tfm,Other
Sentence: 706,3/4,Drive Size
,dr,Other
,torque,Type
,wrench,Type
Sentence: 707,2000rpm,Speed Rating
,mtr,Type
Sentence: 708,3000rpm,Speed Rating
,mtr,Type
Sentence: 709,cnctr,Other
,inrlk,Other
Sentence: 710,sz2.5,Other
,open,Other
,fvr,Type
,str,Type
Sentence: 711,twist,Other
,lever,Other
Sentence: 712,3/4,Trade Size
,alum,Material
,bulk-hd,Other
,ftg,Other
Sentence: 713,pb,Type
Sentence: 714,16-1/2,Other
,screwdriver,Type
Sentence: 715,480v,Other
,30hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 716,fs,Other
,combo,Other
,fvnr,Other
,sz,Coil Voltage
,0en,Size
Sentence: 717,2-pos,Other
,key,Other
,sel-sw,Other
Sentence: 718,0.1-0.16a,Other
,ctrlr,Type
Sentence: 719,60,Width
,24,Depth
,2dr,NEMA
,encl,Type
Sentence: 720,spr,Other
,term,Application
,wiring,Other
,kt,Other
Sentence: 721,150a,Other
,iec,Other
,str,Type
Sentence: 722,neutral,Connector Type
,8ckt,Other
,tap,Connector Type
,bar,Connector Type
Sentence: 723,24v,Voltage
,blu,Color
,indg,Type
,lt,Other
Sentence: 724,3p,Phase
,240v,Coil Voltage
,str,Type
Sentence: 725,3000rpm,Speed Rating
,mtr,Type
Sentence: 726,4w60a,Number of Poles
,repl,Connector Type
,inter,Connector Type
Sentence: 727,power,Type
,cable,Other
Sentence: 728,3ph,Phase
,c-str,Other
Sentence: 729,1/0,Other
,cu,Conductor Type
,1hl,Stud Holes
,long,Other
,1/2,Other
,lug,Other
Sentence: 730,1/4,Size
,hex,Other
,bit,Other
,socket,Other
Sentence: 731,50a,Other
,iec,Other
,str,Type
Sentence: 732,megohmmeter,Tester Type
Sentence: 733,sz1,Size
,120v,Coil Voltage
,fvnr,Other
,str,Type
Sentence: 734,3p,Phase
,480v,Coil Voltage
,str,Type
Sentence: 735,int,Other
,base,Other
,elbow,Other
Sentence: 736,sgl,Other
,receptacle,Type
,w/plt,Other
Sentence: 737,pdu,Other
Sentence: 738,dua-pull,Other
,grp,Other
,1/2dp,Other
Sentence: 739,2m,Other
,conctg,Other
,cable,Assembly Type
Sentence: 740,10hp,3 Phase Drive Horsepower Rating
,drive,Type
Sentence: 741,lkg,Other
,rcpt-4p5w20a208v,Other
Sentence: 742,6000rpm,Speed Rating
,mtr,Type
Sentence: 743,1350rpm,Phase
,mtr,Type
Sentence: 744,3000rpm,Speed Rating
,mtr,Type
Sentence: 745,3p,Number of Poles
,cb,Voltage Maximum
,frame,Type
Sentence: 746,15a,Other
,dpdt,Other
,tgl,Other
,sw,Type
Sentence: 747,30.5mm,Size
,pb,Type
Sentence: 748,software,Other
Sentence: 749,3-pole,Application
,earth,Other
,tester,Other
Sentence: 750,blank,Other
,gn,Color
,icon,Type
Sentence: 751,ld-cntr,Type
,surface,Other
,covr,Type
Sentence: 752,plug-4w-60a-3ph-250v,Other
Sentence: 753,3/8dr,Drive
,7pc,Other
,hexbit,Type
,skt,Type
,set,Type
Sentence: 754,400ka,Other
,spdev,Type
Sentence: 755,4pair,Cable Type
,patch,Other
,cord,Other
Sentence: 756,1p,Amps
,300ma,Voltage
,cb,Voltage
Sentence: 757,semicond,Other
,fuse,Other
Sentence: 758,power,Type
,cable,Other
Sentence: 759,lt,Type
,bar,Type
Sentence: 760,3p,Number of Poles
,250a,Amps
,cb,Other
Sentence: 761,5.5kv,Other
,fuse,Type
Sentence: 762,1h,Installation
,mall,Material
,pvc-ct,Type
,strap,Type
Sentence: 763,1/4,Size
,hex,Type
,nut,Type
Sentence: 764,multi-pole,Other
,relay,Type
Sentence: 765,building,Cable Type
,wire,Cable Type
Sentence: 766,3p,Number of Poles
,300a,Amps
,ckt,Other
,brkr,Type
Sentence: 767,3/8dr,Drive
,12pt,Point
,8mm,Other
,skt,Socket Depth
Sentence: 768,grn,Color
,oper,Type
Sentence: 769,sz4,Size
,fvnr,Other
,n1,Coil Voltage
,str,Type
Sentence: 770,wire,Type
,marker,Other
,10pk,Other
Sentence: 771,mld-cs,Other
,plug-in,Other
,cb,Voltage
Sentence: 772,cnctr,Type
,relay,Type
Sentence: 773,dp,Other
,contactor,Other
Sentence: 774,600v-100a,Other
,sw,Other
Sentence: 775,3p,Number of Poles
,150a,Amps
,600v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 776,208v,Other
,5hp,Other
,drv,Type
Sentence: 777,1-1/4,Trade Size
,90d,Other
,mall,Material
,ell,Material
Sentence: 778,6in,Trade Size
,close-up,Other
,plug,Type
Sentence: 779,0.15-2a,Other
,str,Other
Sentence: 780,net,Other
,ser,Other
,stl/blk,Material
,leveler,Other
,kt,Other
Sentence: 781,man,Type
,mtr,Type
,ctrlr,Type
Sentence: 782,n-ilum,Type
,pb,Type
,oper,Type
Sentence: 783,1-1/2,Trade Size
,fem/male,Other
,union,Type
Sentence: 784,4kw,Other
,cnctr,Type
Sentence: 785,hd,Other
,instrument,Other
,encl,Type
Sentence: 786,3.95,Other
,2.4,Depth
,blk,Color
,pnl,Other
Sentence: 787,nema,Other
,cntl,Type
,rly,Type
Sentence: 788,2hl,Other
,al,Application
,nema,Stud Holes
,lug,Material
Sentence: 789,grd,Other
,lkg,Other
,plug-nm,Number of Poles
,l9-20p,NEMA
Sentence: 790,external,Other
,corner,Other
,cplg,Other
Sentence: 791,dup,Other
,recept,Other
,bx,Other
Sentence: 792,1p,Number of Poles
,15a,Amps
,cb,Voltage Maximum
Sentence: 793,amb,Color
,glass,Material
,f/371,Other
Sentence: 794,3p,Number of Poles
,315a,Number of Poles
,cb,Voltage Maximum
Sentence: 795,1w,Watts
,remt,Fixture Type
,head,Other
Sentence: 796,1.5kw,Other
,mtr,Type
Sentence: 797,cab,Application
,top,Type
,panel,Type
Sentence: 798,3p,Number of Poles
,160a,Amps
,cb,Voltage Maximum
,encl,Other
Sentence: 799,fm8,Other
,cover&fip,Other
,gasket,Other
Sentence: 800,75hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 801,2000rpm,Speed Rating
,mtr,Type
Sentence: 802,240v,Voltage
,ac,Other
,coil,Type
Sentence: 803,1/2,Trade Size
,105d,Other
,plastic,Material
,bush,Other
Sentence: 804,2p,Other
,20a,Amps
,120/240v,Voltage
,cb,Voltage
Sentence: 805,208v,Other
,cntl,Type
,rly,Type
Sentence: 806,3.5-5.0a,Other
,240v,Other
,man,Other
,str,Other
Sentence: 807,lug-350flx-3/8,Other
,1,Other
Sentence: 808,#3,Size
,phillips,Other
,scrdrvr,Other
,bit,Other
Sentence: 809,1/2,Trade Size
,90d,Other
,l/t,Other
,conn,Type
Sentence: 810,flgd,Type
,inlt-nema,Material
,l8-30p,Other
Sentence: 811,200hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 812,240v,Other
,capbk,Type
Sentence: 813,3p,Number of Poles
,320a,Amps
,cb,Other
Sentence: 814,12-8/10,Other
,12,Other
,pouch,Other
Sentence: 815,pan,Other
,head,Other
,anchor,Type
,kit,Type
Sentence: 816,18v,Voltage
,1/2,Other
,hmr/drl/drvr,Type
Sentence: 817,2p,Other
,iec,Other
,cnctr,Type
Sentence: 818,400v,Other
,pwr,Other
,mod,Other
Sentence: 819,screwdriver,Other
,bit,Other
Sentence: 820,15a,Other
,6-15r,NEMA
,dplx,Type
,rcpt,Other
Sentence: 821,16-20a,Other
,ctrlr,Type
Sentence: 822,green,Other
,channel,Type
Sentence: 823,2hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 824,16/3,Other
,cord,Assembly Type
,set,Assembly Type
Sentence: 825,fbrgls,Material
,cover,Other
Sentence: 826,25mm,Size
,extended,Other
,lens,Other
Sentence: 827,stl,Material
,reinfd,Type
,wl,Installation
,bkt,Application
Sentence: 828,45kva,Other
,tfm,Other
Sentence: 829,3000rpm,Speed Rating
,mtr,Type
Sentence: 830,32a,Phase
,cmbo,Type
,mtr,Type
,ctrlr,Type
Sentence: 831,17,Other
,1/2,Drive
,6pnt,Point
,dp,Socket Depth
,impct,Type
,skt,Type
Sentence: 832,power,Type
,cable,Other
Sentence: 833,mag,Type
,switch,Other
,contact,Type
Sentence: 834,10a,Amps
,fus,Other
Sentence: 835,2p,Other
,ln&ld,Other
,pwr,Other
,block,Other
Sentence: 836,3/4,Trade Size
,gry,Color
,n-met,Other
,str,Other
,ftg,Type
Sentence: 837,swing,Type
,pnl,Type
,f/encl,Type
Sentence: 838,flush,Other
,panelboard,Type
,trim,Other
Sentence: 839,4500rpm,Speed Rating
,mtr,Type
Sentence: 840,600,Other
,alcu,Material
,tap,Connector Type
,conn,Other
Sentence: 841,25hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 842,3ph,Phase
,c-str,Other
Sentence: 843,23gax1/2,Length
,pin,Type
,nail,Type
Sentence: 844,2pos,Other
,clr,Other
,pb,Other
Sentence: 845,1ph,Other
,morris,Other
,cont,Type
Sentence: 846,1-1/4,Other
,alum,Material
,ll,Other
,cond,Application
,bdy,Type
Sentence: 847,1-1/4,Trade Size
,cond,Type
,cplg,Type
Sentence: 848,72v,Other
,mch/tl,Other
,rly,Type
Sentence: 849,120v,Other
,pwr,Type
,rly,Type
Sentence: 850,600v,Voltage
,red,Color
,ind,Type
,light,Type
Sentence: 851,2hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 852,4p,Other
,emer,Other
,stop,Other
,sw,Type
Sentence: 853,swing,Type
,pnl,Type
,f/encl,Type
Sentence: 854,400w,Watts
,light,Fixture Type
,fixture,Other
Sentence: 855,3/4,Trade Size
,rig/rig,Type
,pull,Type
,el,Type
Sentence: 856,gnd,Application
,rod,Connector Type
,clamp,Connector Type
Sentence: 857,3000rpm,Speed Rating
,mtr,Type
Sentence: 858,dot-drive,Other
,screw,Type
,kit,Type
Sentence: 859,19mm,Drive Size
,ratchet,Type
,wrn,Type
Sentence: 860,60deg,Other
,chainsaw,Type
,assy,Other
Sentence: 861,18in,Length
,drv,Type
,lkg,Other
,extension,Type
